Time(s),Acceleration(m_s2),1_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 157686
0.137001,-368.908,
0.138,52.6295,
0.139001,-541.478,
0.14,-233.012,
0.141,-0.275593,
0.142001,35.6222,
0.143,328.779,
0.144001,316.953,
0.145,36.6528,
0.146001,34.7258,
0.147,192.762,
0.148,-482.97,
0.149001,217.709,
0.15,-377.122,
0.151001,548.246,
0.152,-410.779,
0.153001,383.453,
0.154,208.332,
0.155001,-213.809,
0.156,27.556,
0.157,-316.33,
0.158001,50.43,
0.159,-199.526,
0.160001,100.183,
0.161,478.707,
0.162001,43.8165,
0.163,590.564,
0.164,103.341,
0.165,23.4237,
0.166,-374.237,
0.167001,-284.639,
0.168,87.0803,
0.169001,-385.788,
0.17,-306.99,
0.171001,-289.652,
0.172,-386.961,
0.173,201.052,
0.174001,-289.526,
0.175,181.691,
0.176001,-190.851,
0.177,276.576,
0.178001,54.0187,
0.179,162.883,
0.180001,84.2,
0.181,100.456,
0.182,315.859,
0.183001,-40.5122,
0.184,72.4784,
0.185001,-12.5403,
0.186,-126.49,
0.187001,148.263,
0.188,246.512,
0.189,-263.18,
0.190001,-189.758,
0.191,-142.218,
0.192001,-42.03,
0.193,71.5163,
0.194001,-16.3986,
0.195,370.27,
0.196001,53.0564,
0.197,243.073,
0.198,133.946,
0.199001,-88.0572,
0.2,-147.446,
0.201001,-93.8323,
0.202,-80.332,
0.203001,-461.718,
0.204,-258.989,
0.205,-73.1678,
0.206001,58.6977,
0.207,49.9472,
0.208001,303.257,
0.209,126.758,
0.210001,-298.321,
0.211,261.584,
0.212001,-268.954,
0.213,173.46,
0.214,-191.363,
0.215001,88.1698,
0.216,293.058,
0.217001,-396.101,
0.218,393.821,
0.219001,-510.337,
0.22,186.955,
0.221,-330.872,
0.222001,-138.503,
0.223,68.7168,
0.224001,63.3113,
0.225,324.192,
0.226001,5.71865,
0.227,-29.0056,
0.228001,381.11,
0.229,-363.196,
0.23,-50.2226,
0.231001,-463.71,
0.232,-610.282,
0.233001,189.739,
0.234,-286.698,
0.235001,-152.502,
0.236,152.997,
0.237001,-42.1249,
0.238,222.342,
0.239,406.051,
0.240001,141.588,
0.241,-25.3533,
0.242001,-61.9727,
0.243,336.798,
0.244001,161.972,
0.245,47.6689,
0.246,-57.8018,
0.247001,-406.963,
0.248,-214.212,
0.249001,-33.0496,
0.25,-79.4972,
0.251001,397.313,
0.252,-374.115,
0.253001,35.8051,
0.254,53.8947,
0.255001,25.5597,
0.256,639.017,
0.257001,-350.46,
0.258,3.96165,
0.259001,207.398,
0.26,-215.381,
0.261,50.8496,
0.262,-177.514,
0.263,108.686,
0.264001,-17.7749,
0.265,-312.247,
0.266001,-85.5913,
0.267,-312.91,
0.268001,38.6857,
0.269,150.402,
0.270001,493.148,
0.271,307.579,
0.272001,151.269,
0.273,-3.37638,
0.274001,342.698,
0.275,143.247,
0.276001,-85.9798,
0.277,132.296,
0.278001,-53.1195,
0.279,-207.587,
0.280001,-55.1173,
0.281,-29.9363,
0.282001,-63.9402,
0.283,361.657,
0.284001,-57.3291,
0.285,-21.222,
0.286001,265.163,
0.287,-160.968,
0.288,42.0318,
0.289,-14.331,
0.29,-66.4231,
0.291001,-411.907,
0.292,-295.408,
0.293001,-88.7173,
0.294,-250.172,
0.295001,219.441,
0.296,-257.297,
0.297001,74.0762,
0.298,-11.163,
0.299001,72.7675,
0.3,-148.331,
Time(s),Acceleration(m_s2),10_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 157491
0,-8.80593,
0.00100075,-11.0074,
0.00200062,-9.90669,
0.00300037,-9.90668,
0.00400011,-9.90665,
0.00500074,-304.924,
0.00600049,209.164,
0.00700023,-618.741,
0.00800076,6.60635,
0.00900087,-215.814,
0.0100001,-508.694,
0.0110002,319.325,
0.0120003,-125.525,
0.0130005,-5.50413,
0.0140008,97.9704,
0.0150001,286.192,
0.016,191.507,
0.0170001,503.958,
0.0180002,-70.436,
0.0190003,400.647,
0.0200005,493.063,
0.0210006,89.1594,
0.0220007,288.425,
0.0230008,123.301,
0.0240009,220.752,
0.0250001,-139.284,
0.0260002,-83.1354,
0.0270003,-378.77,
0.0280004,90.2966,
0.0290005,-158.567,
0.0300006,-477.847,
0.0310007,35.2359,
0.0320008,-14.3142,
0.0330001,287.345,
0.0340002,-60.5505,
0.0350003,74.86,
0.0360004,148.611,
0.0370005,265.25,
0.0380006,247.654,
0.0390007,-131.533,
0.0400008,219.573,
0.041,288.891,
0.0420001,368.155,
0.0430002,-52.2823,
0.0440003,41.2774,
0.0450004,200.32,
0.0460006,279.049,
0.0470007,266.366,
0.0480008,-175.585,
0.0490009,152.451,
0.0500001,-28.618,
0.0510002,131.533,
0.0520003,215.7,
0.0530004,521.731,
0.0540005,171.705,
0.0550006,-122.182,
0.0560007,-162.91,
0.0570008,233.923,
0.0580001,209.186,
0.0590002,339.692,
0.0600003,102.393,
0.0610004,715.767,
0.0620005,-42.3925,
0.0630006,1225.96,
0.0640007,-128.325,
0.0650008,405.127,
0.066,-200.438,
0.0670001,292.937,
0.0680002,-629.996,
0.0690003,177.735,
0.0700004,163.515,
0.0710006,-24.2656,
0.0720007,173.475,
0.0730008,-460.607,
0.0740009,355.852,
0.0750001,-154.451,
0.0760002,-218.979,
0.0770003,59.0124,
0.0780004,-319.566,
0.0790005,242.325,
0.0800006,-67.5394,
0.0810007,547.694,
0.0820008,-30.0453,
0.0830001,617.331,
0.0840002,429.989,
0.0850003,449.541,
0.0860004,278.38,
0.0870005,166.488,
0.0880006,84.0799,
0.0890007,396.011,
0.0900008,824.859,
0.091,-137.557,
0.0920001,189.109,
0.0930002,229.473,
0.0940003,-99.8439,
0.0950004,588.691,
0.0960006,-170.75,
0.0970007,685.856,
0.0980008,136.189,
0.0990009,165.692,
0.1,6.20285,
0.101,-209.094,
0.102,145.822,
0.103,486.107,
0.104001,165.806,
0.105001,68.7797,
0.106001,-164.441,
0.107001,14.4719,
0.108,-231.988,
0.109,-158.784,
0.11,-410.84,
0.111,-245.744,
0.112,142.787,
0.113001,7.85597,
0.114001,-87.6509,
0.115001,-227.126,
0.116,635.114,
0.117,-208.334,
0.118,276.819,
0.119,-74.818,
0.12,367.029,
0.121001,-204.607,
0.122001,-30.3103,
0.123001,230.753,
0.124001,29.3457,
0.125,802.833,
0.126001,-17.359,
0.127,171.4,
0.128001,-167.263,
0.129,71.6522,
0.130001,374.751,
0.131,-117.931,
0.132,176.07,
0.133001,-285.471,
0.134,-139.709,
0.135001,-117.376,
0.136,-363.729,
0.137001,-14.8775,
0.138,-128.956,
0.139001,-70.5437,
0.14,-211.654,
0.141,-430.752,
0.142001,150.206,
0.143,-25.7677,
0.144001,-190.034,
0.145,-301.007,
0.146001,-556.164,
0.147,-149.11,
0.148,-181.476,
0.149001,304.215,
0.15,194.365,
0.151001,428.201,
0.152,518.814,
0.153001,131.102,
0.154,284.528,
0.155001,300.738,
0.156,81.7035,
0.157,50.8387,
0.158001,100.722,
0.159,-348.896,
0.160001,272.852,
0.161,-48.0912,
0.162001,194.143,
0.163,-257.528,
0.164,298.586,
0.165,-371.473,
0.166,-12.1255,
0.167001,-419.519,
0.168,73.7151,
0.169001,-167.887,
0.17,-70.8227,
0.171001,220.132,
0.172,-395.161,
0.173,-156.542,
0.174001,-245.016,
0.175,63.1818,
0.176001,-497.401,
0.177,-254.189,
0.178001,-37.8613,
0.179,20.2398,
0.180001,-167.366,
0.181,235.809,
0.182,269.555,
0.183001,84.3315,
0.184,295.667,
0.185001,-280.985,
0.186,373.15,
0.187001,58.4578,
0.188,384.237,
0.189,32.6563,
0.190001,292.286,
0.191,466.895,
0.192001,-153.237,
0.193,-71.7919,
0.194001,112.31,
0.195,119.886,
0.196001,-410.395,
0.197,-341.184,
0.198,90.5379,
0.199001,157.028,
0.2,-5.64982,
0.201001,-247.67,
0.202,245.337,
0.203001,112.915,
0.204,-22.4609,
0.205,-99.0039,
0.206001,28.1087,
0.207,-129.312,
0.208001,14.0537,
0.209,15.2248,
0.210001,49.812,
0.211,112.501,
0.212001,191.175,
0.213,262.808,
0.214,373.633,
0.215001,77.8374,
0.216,-93.5527,
0.217001,-103.744,
0.218,130.608,
0.219001,560.765,
0.22,254.187,
0.221,47.3954,
0.222001,59.5206,
0.223,-29.4845,
0.224001,119.596,
0.225,-412.508,
0.226001,319.969,
0.227,-74.1331,
0.228001,-287.693,
0.229,-320.07,
0.23,-282.046,
0.231001,-81.0166,
0.232,214.656,
0.233001,-206.393,
0.234,-0.826641,
0.235001,-207.756,
0.236,97.6922,
0.237001,-75.57,
0.238,-168.035,
0.239,-15.8459,
0.240001,276.699,
0.241,13.6412,
0.242001,-223.777,
0.243,276.245,
0.244001,192.768,
0.245,-196.324,
0.246,176.092,
0.247001,-429.557,
0.248,-78.5339,
0.249001,-251.514,
0.25,385.706,
0.251001,-64.0661,
0.252,233.266,
0.253001,-28.7956,
0.254,-176.928,
0.255001,34.1026,
0.256,134.624,
0.257001,-106.647,
0.258,104.312,
0.259001,-315.162,
0.26,-218.275,
0.261,-292.42,
0.262,-271.455,
0.263,-7.24285,
0.264001,-168.466,
0.265,-215.031,
0.266001,-538.938,
0.267,-62.0088,
0.268001,1.10235,
0.269,542.496,
0.270001,86.9811,
0.271,-3.13505,
0.272001,285.555,
0.273,-429.213,
0.274001,-54.1193,
0.275,-206.499,
0.276001,249.672,
0.277,135.844,
0.278001,-95.8011,
0.279,26.4565,
0.280001,-217.817,
0.281,164.736,
0.282001,219.708,
0.283,179.244,
0.284001,231.289,
0.285,-123.934,
0.286001,-6.77034,
0.287,-126.79,
0.288,207.161,
0.289,134.857,
0.29,-94.8619,
0.291001,294.805,
0.292,-226.018,
0.293001,-427.049,
0.294,-224.504,
0.295001,-332.486,
0.296,336.264,
0.297001,112.32,
0.298,-253.304,
0.299001,63.2581,
0.3,-110.173,
Time(s),Acceleration(m_s2),11_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 157448
0,-8.80593,
0.00100075,-9.9067,
0.00200062,-9.90669,
0.00300037,-9.90668,
0.00400011,-8.80591,
0.00500074,-115.585,
0.00600049,-6.60518,
0.00700023,-262.029,
0.00800076,-116.712,
0.00900087,-156.355,
0.0100001,-444.832,
0.0110002,-306.111,
0.0120003,-109.009,
0.0130005,-381.986,
0.0140008,234.468,
0.0150001,99.0665,
0.016,480.969,
0.0170001,409.329,
0.0180002,333.471,
0.0190003,900.354,
0.0200005,215.715,
0.0210006,-78.1521,
0.0220007,197.054,
0.0230008,-161.833,
0.0240009,-103.495,
0.0250001,353.441,
0.0260002,-439.351,
0.0270003,268.662,
0.0280004,39.6424,
0.0290005,82.5871,
0.0300006,-340.218,
0.0310007,-33.0337,
0.0320008,50.6503,
0.0330001,176.15,
0.0340002,-179.45,
0.0350003,169.536,
0.0360004,27.5206,
0.0370005,359.903,
0.0380006,398.998,
0.0390007,39.6249,
0.0400008,190.957,
0.041,73.7359,
0.0420001,313.675,
0.0430002,-37.4231,
0.0440003,454.051,
0.0450004,-67.1401,
0.0460006,222.909,
0.0470007,164.002,
0.0480008,190.997,
0.0490009,25.3168,
0.0500001,294.985,
0.0510002,-9.90624,
0.0520003,141.415,
0.0530004,-45.6789,
0.0540005,259.208,
0.0550006,130.438,
0.0560007,-127.686,
0.0570008,-65.4984,
0.0580001,-58.352,
0.0590002,53.9543,
0.0600003,-112.302,
0.0610004,407.437,
0.0620005,-92.4926,
0.0630006,947.623,
0.0640007,-24.2331,
0.0650008,595.434,
0.066,372.793,
0.0670001,122.356,
0.0680002,-206.05,
0.0690003,617.526,
0.0700004,-41.3614,
0.0710006,-79.4146,
0.0720007,-126.038,
0.0730008,-5.24044,
0.0740009,199.288,
0.0750001,374.268,
0.0760002,201.329,
0.0770003,-34.4699,
0.0780004,564.685,
0.0790005,101.451,
0.0800006,308.2,
0.0810007,503.592,
0.0820008,91.2385,
0.0830001,-132.561,
0.0840002,275.634,
0.0850003,152.006,
0.0860004,-493.918,
0.0870005,890.323,
0.0880006,-120.193,
0.0890007,868.798,
0.0900008,-583.218,
0.091,351.888,
0.0920001,-162.231,
0.0930002,-295.096,
0.0940003,582.314,
0.0950004,-665.769,
0.0960006,335.64,
0.0970007,-64.6566,
0.0980008,276.859,
0.0990009,-26.2942,
0.1,283.259,
0.101,131.356,
0.102,290.68,
0.103,-168.766,
0.104001,640.139,
0.105001,-219.227,
0.106001,341.011,
0.107001,-437.672,
0.108,790.456,
0.109,358.78,
0.11,347.501,
0.111,31.1487,
0.112,-92.067,
0.113001,184.96,
0.114001,-195.01,
0.115001,148.156,
0.116,89.8448,
0.117,-1.1023,
0.118,525.942,
0.119,-229.414,
0.12,-118.623,
0.121001,83.3583,
0.122001,81.0112,
0.123001,31.961,
0.124001,-76.4641,
0.125,-12.8112,
0.126001,99.8831,
0.127,-198.543,
0.128001,541.608,
0.129,-274.897,
0.130001,47.8083,
0.131,-482.471,
0.132,-24.6609,
0.133001,22.5952,
0.134,166.577,
0.135001,58.2746,
0.136,-188.891,
0.137001,596.065,
0.138,16.8084,
0.139001,227.338,
0.14,44.6457,
0.141,298.191,
0.142001,-648.779,
0.143,629.172,
0.144001,-292.148,
0.145,120.431,
0.146001,-220.206,
0.147,264.824,
0.148,-290.196,
0.149001,2.61802,
0.15,-67.2399,
0.151001,60.7631,
0.152,18.4651,
0.153001,55.9403,
0.154,-146.88,
0.155001,349.093,
0.156,-41.6095,
0.157,19.8395,
0.158001,-314.154,
0.159,-192.775,
0.160001,-361.873,
0.161,-167.561,
0.162001,-34.4469,
0.163,11.1609,
0.164,-272.682,
0.165,701.609,
0.166,-278.335,
0.167001,14.604,
0.168,-83.0845,
0.169001,185.316,
0.17,-77.8498,
0.171001,-128.29,
0.172,182.732,
0.173,-376.335,
0.174001,26.5962,
0.175,214.556,
0.176001,-279.731,
0.177,163.024,
0.178001,68.7636,
0.179,-283.736,
0.180001,66.5607,
0.181,-502.554,
0.182,124.993,
0.183001,-436.746,
0.184,-9.30094,
0.185001,214.839,
0.186,-322.564,
0.187001,590.916,
0.188,-511.696,
0.189,-42.3016,
0.190001,283.328,
0.191,-292.223,
0.192001,188.928,
0.193,-174.243,
0.194001,336.034,
0.195,-4.68522,
0.196001,-71.0404,
0.197,63.1108,
0.198,-222.279,
0.199001,-126.436,
0.2,97.4249,
0.201001,-178.846,
0.202,-211.164,
0.203001,599.503,
0.204,106.31,
0.205,137.724,
0.206001,22.1839,
0.207,279.153,
0.208001,-338.391,
0.209,360.71,
0.210001,-521.269,
0.211,249.39,
0.212001,-373.119,
0.213,33.824,
0.214,-53.5926,
0.215001,22.7313,
0.216,-112.704,
0.217001,-8.67977,
0.218,221.399,
0.219001,248.417,
0.22,-89.1378,
0.221,-226.23,
0.222001,-53.9406,
0.223,-193.509,
0.224001,-354.998,
0.225,262.743,
0.226001,-279.594,
0.227,403.874,
0.228001,-343.082,
0.229,294.029,
0.23,-210.811,
0.231001,128.621,
0.232,-108.43,
0.233001,230.435,
0.234,-5.99315,
0.235001,33.6157,
0.236,444.782,
0.237001,-369.928,
0.238,108.717,
0.239,25.2156,
0.240001,-211.245,
0.241,-22.3908,
0.242001,-13.5038,
0.243,-0.137778,
0.244001,-284.536,
0.245,250.606,
0.246,-158.662,
0.247001,-207.821,
0.248,-99.7863,
0.249001,177.321,
0.25,-384.19,
0.251001,27.4864,
0.252,107.539,
0.253001,-104.608,
0.254,192.912,
0.255001,2.89355,
0.256,81.6426,
0.257001,-123.388,
0.258,253.821,
0.259001,-209.396,
0.26,48.6777,
0.261,-217.248,
0.262,-91.3233,
0.263,-5.37401,
0.264001,-231.694,
0.265,43.1303,
0.266001,302.506,
0.267,-80.4047,
0.268001,82.5386,
0.269,-198.148,
0.270001,221.363,
0.271,-5.09876,
0.272001,-153.509,
0.273,205.752,
0.274001,19.6359,
0.275,46.0954,
0.276001,-488.114,
0.277,80.8243,
0.278001,-310.863,
0.279,224.76,
0.280001,-366.013,
0.281,156.597,
0.282001,-162.99,
0.283,220.338,
0.284001,-141.286,
0.285,365.081,
0.286001,-226.109,
0.287,-14.0227,
0.288,-242.355,
0.289,192.075,
0.29,-232.722,
0.291001,66.7334,
0.292,-82.6464,
0.293001,268.684,
0.294,-172.082,
0.295001,543.864,
0.296,-216.194,
0.297001,273.083,
0.298,-211.96,
0.299001,-228.673,
0.3,140.89,
Time(s),Acceleration(m_s2),12_XY-Field A.1/A/C3/MeshedPart-PART-1-1 at Node 157365
0,-8.80593,
0.00100075,-8.80595,
0.00200062,-9.90669,
0.00300037,-9.90668,
0.00400011,-8.80591,
0.00500074,-117.787,
0.00600049,7.70605,
0.00700023,-149.731,
0.00800076,-349.035,
0.00900087,-84.7842,
0.0100001,-306.097,
0.0110002,-124.427,
0.0120003,31.9319,
0.0130005,-168.426,
0.0140008,566.907,
0.0150001,-94.6636,
0.016,233.331,
0.0170001,282.789,
0.0180002,161.783,
0.0190003,375.331,
0.0200005,430.33,
0.0210006,235.557,
0.0220007,155.221,
0.0230008,347.336,
0.0240009,384.252,
0.0250001,-271.962,
0.0260002,-111.214,
0.0270003,-237.832,
0.0280004,-361.737,
0.0290005,-61.665,
0.0300006,-285.167,
0.0310007,-20.9213,
0.0320008,123.322,
0.0330001,-25.3216,
0.0340002,208.074,
0.0350003,114.492,
0.0360004,136.502,
0.0370005,178.301,
0.0380006,39.6246,
0.0390007,121.076,
0.0400008,384.115,
0.041,-19.8097,
0.0420001,149.683,
0.0430002,653.253,
0.0440003,-91.3606,
0.0450004,272.413,
0.0460006,-22.0157,
0.0470007,142.539,
0.0480008,-140.358,
0.0490009,244.362,
0.0500001,276.273,
0.0510002,-201.977,
0.0520003,489.176,
0.0530004,-188.77,
0.0540005,332.953,
0.0550006,542.116,
0.0560007,60.5408,
0.0570008,399.595,
0.0580001,-216.893,
0.0590002,-46.7971,
0.0600003,-38.535,
0.0610004,762.567,
0.0620005,-325.376,
0.0630006,51.7586,
0.0640007,137.688,
0.0650008,166.072,
0.066,808.637,
0.0670001,-44.6433,
0.0680002,-378.218,
0.0690003,693.304,
0.0700004,760.222,
0.0710006,-509.301,
0.0720007,-298.409,
0.0730008,476.053,
0.0740009,135.064,
0.0750001,328.208,
0.0760002,62.8807,
0.0770003,-533.042,
0.0780004,270.211,
0.0790005,753.993,
0.0800006,365.953,
0.0810007,93.8549,
0.0820008,-112.877,
0.0830001,77.1664,
0.0840002,316.014,
0.0850003,-468.697,
0.0860004,333.642,
0.0870005,-416.219,
0.0880006,90.4204,
0.0890007,436.122,
0.0900008,-220.688,
0.091,-24.6721,
0.0920001,652.509,
0.0930002,256.219,
0.0940003,-225.398,
0.0950004,722.558,
0.0960006,337.798,
0.0970007,-71.7047,
0.0980008,-199.089,
0.0990009,173.635,
0.1,-300.416,
0.101,252.512,
0.102,-394.051,
0.103,481.111,
0.104001,80.026,
0.105001,155.9,
0.106001,428.883,
0.107001,-234.445,
0.108,208.417,
0.109,-316.603,
0.11,-30.3598,
0.111,-381.382,
0.112,-476.717,
0.113001,249.461,
0.114001,123.586,
0.115001,517.925,
0.116,-184.168,
0.117,399.652,
0.118,-273.167,
0.119,439.814,
0.12,-299.313,
0.121001,140.813,
0.122001,-131.299,
0.123001,362.179,
0.124001,401.747,
0.125,-177.979,
0.126001,172.074,
0.127,331.639,
0.128001,141.774,
0.129,446.173,
0.130001,-301.729,
0.131,350.487,
0.132,69.1607,
0.133001,78.8077,
0.134,219.898,
0.135001,-225.659,
0.136,101.954,
0.137001,-116.265,
0.138,-104.432,
0.139001,65.0324,
0.14,177.756,
0.141,44.9216,
0.142001,-311.711,
0.143,-160.118,
0.144001,-259.901,
0.145,-206.137,
0.146001,339.541,
0.147,108.3,
0.148,-311.967,
0.149001,525.257,
0.15,-431.272,
0.151001,386.349,
0.152,118.783,
0.153001,-232.579,
0.154,-208.332,
0.155001,134.182,
0.156,-25.0759,
0.157,-139.428,
0.158001,163.691,
0.159,-28.1101,
0.160001,237.023,
0.161,58.9772,
0.162001,-327.659,
0.163,-51.2575,
0.164,151.567,
0.165,124.835,
0.166,136.963,
0.167001,45.4651,
0.168,-153.768,
0.169001,229.268,
0.17,27.0063,
0.171001,-432.135,
0.172,-175.015,
0.173,22.3238,
0.174001,-264.721,
0.175,-68.625,
0.176001,-219.789,
0.177,18.1903,
0.178001,32.7971,
0.179,-31.4191,
0.180001,202.989,
0.181,-130.771,
0.182,-94.8129,
0.183001,157.639,
0.184,-532.703,
0.185001,133.74,
0.186,155.633,
0.187001,-29.3495,
0.188,-239.692,
0.189,167.002,
0.190001,274.647,
0.191,407.913,
0.192001,86.6783,
0.193,212.069,
0.194001,-109.829,
0.195,43.1316,
0.196001,-126.233,
0.197,-308.388,
0.198,-228.756,
0.199001,80.7536,
0.2,13.6422,
0.201001,-423.554,
0.202,-252.984,
0.203001,9.09381,
0.204,89.2234,
0.205,-177.821,
0.206001,-232.93,
0.207,-333.303,
0.208001,-279.025,
0.209,235.364,
0.210001,-416.668,
0.211,145.914,
0.212001,-17.1713,
0.213,97.3173,
0.214,108.339,
0.215001,88.6864,
0.216,70.8878,
0.217001,60.1729,
0.218,454.647,
0.219001,220.517,
0.22,-91.411,
0.221,125.377,
0.222001,314.963,
0.223,218.103,
0.224001,-132.41,
0.225,-308.485,
0.226001,-252.103,
0.227,-374.524,
0.228001,173.47,
0.229,-372.565,
0.23,170.716,
0.231001,39.7505,
0.232,57.9351,
0.233001,-81.5651,
0.234,-91.895,
0.235001,-265.378,
0.236,-130.641,
0.237001,2.91482,
0.238,-215.401,
0.239,-366.867,
0.240001,-184.788,
0.241,542.271,
0.242001,126.701,
0.243,-1.68778,
0.244001,338.688,
0.245,-156.353,
0.246,762.739,
0.247001,95.9202,
0.248,134.3,
0.249001,430.557,
0.25,171.394,
0.251001,519.555,
0.252,-146.394,
0.253001,154.449,
0.254,293.639,
0.255001,-479.365,
0.256,404.423,
0.257001,-233.961,
0.258,-132.147,
0.259001,22.049,
0.26,-264.575,
0.261,89.5725,
0.262,-125.806,
0.263,-415.659,
0.264001,14.1235,
0.265,-112.304,
0.266001,-302.851,
0.267,89.7061,
0.268001,4.51275,
0.269,-241.519,
0.270001,54.3933,
0.271,-194.27,
0.272001,260.76,
0.273,-8.26868,
0.274001,59.8033,
0.275,-272.008,
0.276001,46.68,
0.277,498.744,
0.278001,451.205,
0.279,421.237,
0.280001,284.13,
0.281,174.588,
0.282001,147.448,
0.283,216.76,
0.284001,-267.49,
0.285,-289.529,
0.286001,178.751,
0.287,-120.037,
0.288,101.841,
0.289,0.688989,
0.29,-280.851,
0.291001,-29.9043,
0.292,282.798,
0.293001,45.6162,
0.294,-298.236,
0.295001,248.348,
0.296,-429.702,
0.297001,-7.02863,
0.298,-11.0252,
0.299001,-429.3,
0.3,-214.703,
