Nodal History,Z-acceleration
Time,A119507,B121301,C121285,D8907,E121770,F121637,G121722,H121457,I121627,J122023,K122002,L120985,M120534,
    1.6299952567e-01,   -3.8950378906e+04,    1.9323184204e+02,    1.6452414551e+03,   -4.3519925781e+04,   -3.4722476562e+04,    4.2281402344e+04,    9.7666088867e+02,    3.4563117188e+04,    2.1888503906e+04,   -8.9444914062e+04,    8.8009892578e+03,   -2.7087361328e+04,   -6.5819843750e+04,
    1.6400006413e-01,   -4.2557000000e+04,    1.6261110352e+04,   -3.4758898438e+04,   -5.5237983398e+03,   -9.5294656250e+04,    5.3850488281e+04,    1.4182512695e+04,   -3.8011781250e+04,    4.3778718750e+04,    5.7940101562e+04,   -3.8172246094e+04,    2.3131376953e+03,    6.4903937500e+04,
    1.6499996185e-01,    9.9633574219e+03,   -1.1681024219e+05,   -9.3672976562e+04,   -3.8062257812e+04,    6.8680151367e+03,   -5.4369398438e+04,    5.6635449219e+04,    1.4688496094e+04,   -5.2894542969e+04,   -4.0693890625e+04,    5.7513574219e+04,    5.6403968750e+04,   -9.7008525391e+03,
    1.6599982977e-01,    5.3303660156e+04,   -8.1783031250e+04,   -7.2384898438e+04,   -7.0159671875e+04,   -1.8259242188e+04,   -3.4404226562e+04,   -7.1892015625e+04,   -4.9087378906e+04,   -4.1853968750e+04,    3.0192083984e+04,   -6.1136650391e+03,   -1.1541013672e+04,    8.0394156250e+04,
    1.6699962318e-01,   -1.2436973633e+04,   -5.9821472656e+04,   -2.0444771484e+04,   -5.8820175781e+04,   -7.6885039062e+03,    5.0562250000e+04,   -7.5855250000e+04,   -7.1940773438e+04,    9.2224843750e+04,    3.7382128906e+04,   -7.1269890625e+04,   -1.0930121094e+04,   -4.0619554688e+04,
    1.6800004244e-01,   -1.7679327393e+03,    1.4292532227e+04,   -5.7846137695e+03,    6.6936889648e+03,   -1.7039292969e+04,   -3.6268210938e+04,   -3.3981734375e+04,   -2.8404428711e+03,   -3.4543285156e+04,   -1.1865571289e+04,   -4.1647746094e+04,    5.0524516602e+03,   -1.5197204102e+04,
    1.6899976134e-01,   -1.8557242188e+04,    1.1296924805e+04,   -5.7406300781e+04,    6.4328921875e+04,   -2.1613564453e+04,    8.0873398438e+03,    5.5656450195e+03,    6.4124282227e+03,   -3.5091734375e+04,   -3.9935636719e+04,    6.3433714844e+04,   -3.6129996094e+04,   -5.9128393555e+03,
    1.7000009120e-01,   -3.4766523438e+04,    8.2656859375e+04,    9.1452367188e+04,   -1.6946763672e+04,   -1.0835146875e+05,    2.7024394531e+04,    4.5419203125e+04,   -4.4316596680e+03,    5.4217464844e+04,   -2.5213638672e+04,   -3.7131375000e+04,   -2.4609480469e+04,   -2.3111396484e+04,
    1.7099970579e-01,   -4.0440878906e+04,    1.8306546875e+04,    4.0493570312e+04,    8.3576242188e+04,    1.0678380469e+05,    1.6958291016e+04,   -2.6067878906e+04,    4.2384761719e+04,   -1.4418718750e+04,   -5.4526082031e+04,   -4.1261179688e+04,   -1.9250468750e+04,   -1.8024162109e+04,
    1.7200002074e-01,   -7.4087460938e+03,   -1.8857462891e+04,   -4.7307836914e+03,    8.4948183594e+03,    1.0388777344e+05,   -7.5677523438e+04,    1.7448957031e+04,    2.1608636719e+04,   -5.9711636719e+04,   -6.8698218750e+04,    6.1152535156e+04,   -2.3426015625e+04,   -1.9816349609e+04,
    1.7299970984e-01,    2.4970726562e+04,    5.9338621094e+04,    2.0973455078e+04,    2.2909785156e+03,   -4.0963023438e+04,   -3.1538366699e+03,   -1.9652984375e+04,   -8.9999773438e+04,    1.0156376953e+04,    5.3872101562e+04,   -1.0870678125e+05,   -4.4478417969e+04,    1.4004869141e+04,
    1.7400008440e-01,   -6.1942670898e+03,   -2.5216669922e+04,   -1.2013030273e+04,    3.0439956055e+03,    2.1000568848e+03,    3.7968921875e+04,   -3.0618123047e+04,   -7.3582875977e+03,    1.3085565430e+04,    3.2800789062e+04,   -4.1563054688e+04,   -7.5285492188e+04,   -3.7926625000e+04,
    1.7499980330e-01,    1.1341209961e+04,   -4.6856664062e+04,   -1.5916619141e+04,    6.6941450195e+03,   -1.1462701172e+04,   -1.0147921875e+05,    4.6434228516e+03,    3.4719097656e+04,   -8.9543164062e+04,   -2.6882355469e+04,   -2.9436365234e+04,   -2.8827802734e+04,   -3.3171609497e+02,
    1.7599958181e-01,   -7.3503734375e+04,   -4.4023056641e+03,   -3.0581873047e+04,   -2.1399189453e+04,   -1.3183012695e+04,    2.0200322266e+04,   -3.0252724609e+04,   -4.5169734375e+04,    3.6626507812e+04,   -2.0620357422e+04,   -1.3819184570e+03,   -3.8598964844e+04,   -3.6609476562e+04,
    1.7700006068e-01,    1.4351071289e+04,    1.3493337891e+04,    3.5639160156e+04,   -1.8692933594e+04,   -4.9077558594e+04,    4.2314945312e+04,   -4.0605746094e+04,   -5.5141542969e+04,    1.7978822266e+04,   -3.5617914062e+04,   -2.7001269531e+02,    5.3536648438e+04,   -8.0634653320e+03,
    1.7799983919e-01,   -2.1182070312e+04,   -4.5401714844e+04,   -6.2899320312e+04,   -1.3274721680e+03,    2.9941855469e+04,   -1.8786562500e+04,    4.2892851562e+04,    2.2203222656e+04,   -5.1002707031e+04,   -8.5036507812e+04,    7.5655570312e+04,    6.1368570312e+04,   -1.9985893555e+03,
    1.7899963260e-01,   -7.6661767578e+03,   -7.7390718750e+04,   -6.1417046875e+04,   -2.7181367188e+04,   -5.6481742188e+04,   -1.3075380859e+04,   -4.2648417969e+04,   -3.9848261719e+04,    1.3341131836e+04,    3.3732937500e+04,    1.9903656250e+04,   -6.2243315430e+03,    3.6270390625e+04,
    1.8000012636e-01,   -4.1717255859e+03,   -7.5222742188e+04,   -5.5128167969e+04,   -1.0158821875e+05,   -1.3475818750e+05,    4.6725207031e+04,   -4.5087234375e+04,   -6.4134594727e+02,    1.4672744141e+04,    3.2703660156e+04,   -8.2794632812e+04,    2.3236642578e+04,    1.1361275635e+03,
    1.8099994957e-01,    2.1398595703e+04,   -6.8246929688e+04,   -8.5716554688e+04,   -3.4397742188e+04,   -7.0085878906e+03,   -2.7539650391e+04,    1.9731496094e+04,   -6.6919570312e+03,   -9.8317753906e+03,    3.4477554688e+04,   -4.6216021729e+02,   -6.2349433594e+04,    2.7644849609e+04,
    1.8199974298e-01,   -3.6585398438e+04,   -1.2213976562e+04,   -3.9731675781e+04,   -1.5049625977e+04,   -1.2658825195e+04,   -5.7859703125e+04,   -5.9345578125e+04,   -6.3749972656e+04,   -3.8760192871e+03,    1.4075769531e+04,   -2.1144880859e+04,   -1.9480834961e+03,   -6.2422094727e+03,
    1.8300017715e-01,   -4.9347574219e+04,   -6.1713134766e+03,    6.5471140625e+04,   -3.1745080078e+04,   -6.7484321289e+03,    4.4886550781e+04,   -5.7805246094e+04,   -1.4720701172e+04,    1.9302375000e+04,   -4.2723613281e+04,   -3.2709248047e+04,   -2.4908742676e+03,   -4.4870128906e+04,
    1.8399992585e-01,    2.4661685547e+04,    2.2510367188e+04,    1.5044250000e+04,    3.8131816406e+04,    2.1358880859e+04,   -2.9542033203e+04,   -3.1035101562e+04,   -2.5385656250e+04,   -3.4166390625e+04,   -5.1132160156e+04,    1.1854404297e+04,   -1.6496328125e+04,   -1.1965736328e+04,
    1.8499967456e-01,   -3.5104496094e+04,    5.4259847656e+04,    3.6809218750e+03,    5.0818398438e+04,    9.6900625000e+03,   -3.3197492188e+04,    9.6769328125e+04,    4.1423890625e+04,   -6.3365460938e+04,   -6.8517062500e+04,    2.1984496094e+04,   -1.5770030273e+04,   -3.9016261719e+04,
    1.8600009382e-01,   -1.4111343750e+04,    1.8770439453e+04,    2.6483636719e+04,    4.7111691406e+04,   -1.8502296875e+04,    3.4247914062e+04,   -2.2311650391e+04,   -2.3762121094e+04,    8.8972880859e+03,   -5.2305590820e+03,   -6.7021695312e+04,   -1.8867714844e+04,   -5.3913076172e+03,
    1.8699979782e-01,   -2.1880611328e+04,    6.5906816406e+03,    1.0449179688e+04,   -2.3502482422e+04,    4.5071468750e+04,   -8.3235468750e+03,    5.8456845703e+03,    4.1048207031e+04,    1.1763384766e+04,   -1.6564199219e+04,   -4.2663125000e+04,   -8.6209375000e+04,   -4.6841074219e+04,
    1.8800020218e-01,    1.9789861328e+04,    4.8043007812e+03,    4.3242261719e+04,   -1.2849410156e+04,    5.3915632812e+04,   -4.3558132812e+04,    1.1739585938e+04,   -1.2565614014e+03,   -8.7630458984e+03,    1.8822990234e+04,   -3.9581027344e+04,   -3.3164207031e+04,   -5.7036738281e+03,
    1.8899992108e-01,   -1.8881224609e+04,   -2.7337052734e+04,   -2.3935826172e+04,    8.6293670654e+02,   -1.1578415039e+04,    1.0727060547e+04,   -8.2754960938e+04,   -9.2988406250e+04,    1.0665512695e+04,    7.1529210938e+04,    1.6967714844e+04,    2.6461318359e+04,    3.6841261719e+04,
    1.8999959528e-01,    5.8757929688e+04,   -1.7884537109e+04,   -2.3332212891e+04,   -1.1536989258e+04,   -2.3060609375e+04,   -3.6369867188e+04,    2.6029306641e+04,   -1.2599079102e+04,   -4.8601113281e+04,   -2.8278802734e+04,   -4.9726181641e+03,   -1.7842429688e+04,   -2.1856403809e+03,
    1.9099994004e-01,   -1.8358943359e+04,   -2.1326792969e+04,   -2.2713960938e+04,   -2.4969976562e+04,   -1.4643396484e+04,   -2.6622433594e+04,    7.4058730469e+03,    3.4708324219e+04,   -3.3155097656e+04,   -6.4653113281e+04,   -1.5282105469e+04,   -1.1021464844e+04,   -2.0605097656e+04,
    1.9199964404e-01,   -6.4095941406e+04,   -2.3272558594e+04,    1.4526523438e+03,    3.4703558594e+04,   -9.5478994141e+03,    8.8315867188e+04,   -2.6051673828e+04,    1.8350105469e+04,    4.9219683594e+04,   -2.4270048828e+04,    1.7741769531e+04,    3.3378085938e+04,   -9.6902558594e+03,
    1.9300007820e-01,   -1.9776828125e+04,    2.8917224609e+04,   -2.2923619141e+04,   -2.9061173828e+04,   -9.8245750000e+04,   -2.0979255859e+04,    2.5858591309e+03,   -9.2763662109e+03,    2.6096152344e+04,   -9.9312451172e+03,    3.2320392578e+04,    4.2129753906e+04,    5.7631484375e+03,
    1.9399985671e-01,    3.3334703125e+04,   -3.4154984375e+04,   -6.4180199219e+04,   -2.5003044922e+04,    2.0682841797e+04,   -6.2300312500e+03,    1.1395582275e+03,   -3.0989068359e+04,    1.9946091797e+04,    3.9128433594e+04,    2.2753085938e+04,   -5.2496660156e+04,    1.3760228516e+04,
    1.9499965012e-01,   -1.3115659180e+04,   -6.2190960938e+04,   -5.1150473633e+03,   -9.5004679688e+04,   -3.0548810547e+04,   -1.4597818359e+04,   -4.2111097656e+04,   -1.3928531250e+04,   -2.6061119141e+04,    4.2217656250e+04,   -8.4280367188e+04,   -5.7809780273e+03,    1.8359986572e+03,
    1.9600012898e-01,   -3.0948599609e+04,   -7.2385226562e+04,   -5.0369023438e+04,   -1.5151334961e+04,   -9.7961992188e+03,   -7.4789585938e+04,   -3.9996597656e+04,   -4.3753640625e+04,   -4.2364644531e+04,   -1.4816066406e+04,   -5.9467839844e+04,   -2.6325861328e+04,   -2.2646994141e+04,
    1.9699996710e-01,    1.8695027344e+04,   -1.3807967773e+04,   -3.8577742188e+04,   -1.0565501709e+03,    1.7624357422e+04,   -2.3368021484e+04,    1.4020240479e+03,   -2.6085222656e+04,   -6.1699933594e+04,   -4.9940890625e+04,    2.8993781250e+04,   -1.8787509766e+04,   -1.5504458984e+04,
    1.9799982011e-01,   -3.8394585938e+04,    5.8012949219e+04,    5.6720117188e+04,   -2.2303630859e+04,   -3.5134253906e+04,    4.3836984375e+04,    9.1892714844e+03,   -1.6685423828e+04,   -1.3861866455e+03,   -5.5866015625e+04,   -2.9268806641e+04,    4.0822417969e+04,   -4.1847367188e+04,
    1.9899967313e-01,   -6.3024148438e+04,    3.6561714844e+04,    2.9110916016e+04,    5.5377550781e+04,    2.2884353516e+04,    5.9349792480e+02,   -3.8797242188e+04,   -2.8255898438e+04,    5.6130500000e+04,   -7.1267993164e+03,    7.6909047852e+03,   -3.4163644531e+04,   -3.7250792969e+04,
    2.0000022650e-01,   -2.1747248047e+04,    1.1090045898e+04,   -1.5479175781e+04,   -1.6837984375e+04,   -5.2332124023e+03,   -9.0706437500e+04,    1.1712823242e+04,    5.4113281250e+04,   -6.4496082031e+04,   -5.5752789062e+04,    2.3881796875e+03,   -2.7462095703e+04,   -4.1130953125e+04,
    2.0100007951e-01,    2.5625482422e+04,   -5.3710683594e+04,   -5.9332075195e+03,   -7.4503549805e+03,   -1.6704919922e+04,    3.8638320312e+04,    3.8063937500e+04,   -1.3947327148e+04,   -1.0773121094e+04,    1.9376422119e+03,   -3.6177921875e+04,   -3.1733441406e+04,   -1.9064000000e+04,
    2.0199988782e-01,   -9.9959423828e+03,   -6.8897944336e+03,   -5.0641894531e+04,   -2.5729378906e+04,   -3.0575943359e+04,   -4.9955429077e+02,   -4.1375343750e+04,   -6.1766339844e+04,   -1.1573195312e+04,    5.5682453125e+04,   -4.0029066406e+04,    7.4549560547e+03,    5.7493351562e+04,
    2.0299965143e-01,    2.4273464844e+04,   -7.2435898438e+04,   -4.4459714844e+04,   -2.9818751953e+04,    2.9849400391e+04,   -7.7516960938e+04,   -2.1111611328e+04,    1.9334816406e+04,   -3.3846363281e+04,   -2.5439230469e+04,    2.6686191406e+04,   -5.0592075195e+03,    6.3081342773e+03,
    2.0400001109e-01,   -2.2629353516e+04,   -2.4365941406e+04,    1.8977573242e+03,   -4.6255597656e+04,    1.9136612549e+03,    1.8731767578e+04,   -6.1916832031e+04,    1.4958626709e+03,    1.9464218750e+04,    2.4235738281e+04,   -6.9332514648e+03,   -4.9459575195e+03,    3.9939538574e+03,
    2.0499962568e-01,   -1.2059694336e+04,    3.8912691406e+04,    4.1399906250e+04,    7.0346220703e+03,   -6.1107652344e+04,    3.8615218750e+04,    2.8810759766e+04,   -2.7873107422e+04,    4.6642984375e+04,    1.9692767578e+04,   -3.1124714844e+04,   -6.4520239258e+03,   -1.8636455078e+04,
    2.0599986613e-01,    6.6048442383e+03,    6.4830878906e+03,   -3.3112515625e+04,    4.4334285156e+04,   -3.3631804688e+04,   -3.9684179688e+04,    4.7021843750e+04,    2.5154607422e+04,   -2.5447576172e+04,   -3.8601875000e+04,    8.3347851562e+04,    1.0158373047e+04,   -2.9439802734e+04,
    2.0700016618e-01,   -1.0407435547e+04,    1.1092330078e+04,   -4.0289252930e+03,    1.9776392578e+04,    3.5143035156e+04,    3.9269499512e+03,   -4.6006039062e+04,    1.5496367188e+04,   -3.7589796875e+04,   -4.1551457031e+04,   -2.4218828125e+03,    2.6966608887e+03,   -3.3296000977e+03,
    2.0799984038e-01,   -2.5835652344e+04,   -5.3013129883e+03,    4.4272617188e+04,   -6.2675339844e+04,   -1.5109100586e+04,    3.5369019531e+04,    1.7462421875e+04,   -3.5290073242e+03,    4.0594421875e+04,   -9.7566035156e+03,   -7.3749132812e+04,   -5.2088505859e+03,   -2.3681720703e+04,
    2.0899958909e-01,    2.1310851562e+04,   -1.4074503906e+04,   -3.9234359375e+04,    3.5028298340e+03,    1.7675886719e+04,   -4.0245246094e+04,   -3.5278316406e+04,   -4.3171890625e+04,   -5.4019847656e+04,    4.9206186523e+03,   -1.0798967773e+04,    1.2030707550e+02,    2.9480806641e+04,
    2.1000005305e-01,    1.7384439453e+04,   -4.1492312500e+04,   -8.6799687500e+03,   -9.4674462891e+03,    1.9433363281e+04,   -4.8845562500e+04,    2.3538849609e+04,    1.4340203125e+04,   -4.7112972656e+04,    5.1466117859e+01,    3.3447781250e+04,   -6.1132925781e+04,   -1.4703776367e+04,
    2.1099986136e-01,   -2.2170146484e+04,    3.1512777344e+04,    1.7097884766e+04,   -3.9142527344e+04,   -3.3385328125e+04,   -1.5842718750e+04,   -2.5881413574e+03,   -2.4632453125e+04,    3.2844210938e+04,    5.1384230469e+04,   -1.0914389844e+05,   -5.8068935547e+03,   -3.5175726562e+04,
    2.1199968457e-01,   -3.4546839844e+04,    6.1370239258e+03,    2.0176107422e+04,    8.9782818604e+02,    1.8815009766e+04,    1.9563041016e+04,   -2.5951708984e+04,    1.3697481445e+04,    6.6474780273e+03,   -2.8183533203e+04,    2.5948977051e+03,   -7.3306218750e+04,   -3.6640343750e+04,
    2.1300022304e-01,   -1.7131212891e+04,    4.2183011719e+04,   -9.3159824219e+03,    2.8794126953e+04,   -1.5327873047e+04,   -5.2417218750e+04,    4.1195724487e+01,    1.6806107422e+04,   -7.9747789062e+04,   -1.0728878906e+05,    4.4464394531e+04,    5.1873738281e+04,   -5.3079640625e+04,
    2.1400007606e-01,   -3.7755464844e+04,    2.0629667969e+03,   -4.4808637695e+03,    3.0720000000e+04,   -4.2954832031e+04,    2.4492265625e+04,   -7.3701547852e+03,   -7.0692921875e+04,    1.5160273438e+03,   -2.3328890625e+04,   -7.0179418945e+03,    6.1472460938e+03,    9.7036171875e+03,
    2.1499992907e-01,   -1.8470661621e+03,   -5.2996687500e+04,   -3.1277392578e+04,   -7.6217335938e+04,   -1.3293715820e+04,   -4.2023774414e+03,   -2.3944529297e+04,    1.0177184448e+03,   -1.6316038086e+04,   -9.7582050781e+03,   -3.4754570312e+04,    7.0945527344e+03,   -1.0062472656e+04,
    2.1599978209e-01,    3.0698281250e+04,   -8.3654765625e+04,   -5.9028441406e+04,   -5.4587359375e+04,   -3.0425458984e+04,   -9.5032921875e+04,   -3.7877699219e+04,    2.0807070312e+04,   -4.5740500000e+04,    1.6495919922e+04,    9.3155078125e+03,   -5.3612397461e+03,    3.7497739258e+03,
    2.1699962020e-01,   -3.2603300781e+04,   -4.5273378906e+04,   -6.9584359375e+04,   -4.0026445312e+04,   -1.8426142578e+04,    4.2323842773e+03,   -8.9196162109e+03,   -4.3220484375e+04,    5.0946929688e+04,    8.0919507812e+04,    6.8767822266e+03,   -3.4266128906e+04,    3.2993355469e+04,
    2.1800006926e-01,    1.7346966797e+04,   -1.7197119141e+04,   -1.4589652344e+04,   -3.9294636719e+04,   -8.5738375000e+04,    3.9711847656e+04,    2.4922841797e+03,   -2.9431431641e+04,    3.9290527344e+03,    2.7842156250e+04,   -2.8554855469e+04,    3.4841746094e+04,    4.5633999023e+03,
    2.1899977326e-01,   -4.5389975586e+03,   -1.9561498047e+04,   -2.5662837891e+04,   -2.4852304688e+04,    9.2209384766e+03,    2.2807753906e+03,   -1.7375580078e+04,    2.1869943359e+04,   -2.7806941406e+04,   -7.2599476562e+04,    5.5968199219e+04,   -2.2641791016e+04,   -2.6587964844e+04,
    2.2000016272e-01,   -2.0309349609e+04,    4.3255610352e+03,   -1.5678991211e+04,    2.1144458984e+04,    1.7318258057e+03,   -4.9517359375e+04,   -2.5341585938e+04,   -1.5309327148e+04,   -1.6009436523e+04,   -1.8572634766e+04,   -2.1635722656e+04,    4.1330382812e+04,    4.1648797607e+02,
    2.2099989653e-01,   -8.1046542969e+03,   -3.1982895508e+03,    3.0934220703e+04,   -9.7148796082e+01,   -1.6313318359e+04,    7.6047148438e+03,    3.3477062500e+04,    3.0852453613e+02,   -1.9639777344e+04,   -4.6795511719e+04,   -9.0896748047e+03,    2.8162550781e+04,   -3.9799480469e+04,
    2.2200027108e-01,    2.5070851562e+04,    3.6374179688e+04,    1.4336221680e+04,    1.7010162109e+04,    3.8302980469e+04,   -2.3156203125e+04,    6.5768232422e+03,   -1.9523689453e+04,   -5.2433699219e+04,   -1.5249167969e+04,    5.5526943359e+03,   -4.8749835938e+04,   -8.3302197266e+03,
    2.2299997509e-01,   -2.8850167969e+04,    3.5635058594e+04,    2.8199320312e+04,   -6.6312036133e+03,   -1.1149534180e+04,   -3.4782113281e+04,    9.1362080078e+03,   -4.1575170898e+03,    1.8388003906e+04,    9.5948857422e+03,   -1.4789444336e+04,   -5.8889867188e+04,   -1.9763367188e+04,
    2.2399969399e-01,   -4.1261480469e+04,    1.3260820312e+04,    3.4566082031e+04,    1.5995344238e+03,    5.8151539062e+04,    1.6904208984e+04,   -4.0217410156e+04,    1.8792949219e+04,    2.3185708984e+04,    2.0296865234e+04,   -7.6327187500e+04,   -2.1545660156e+04,   -2.6206953125e+04,
    2.2500008345e-01,    2.8946523438e+04,    5.3547602539e+03,   -1.2817466797e+04,   -9.1506865234e+03,   -9.9068962097e+01,   -1.3423601562e+04,    1.0515750977e+04,    1.4399798828e+04,   -3.1658271484e+04,   -2.4032248535e+03,   -2.8684167969e+04,   -4.5520707031e+04,   -1.2955356445e+03,
    2.2599980235e-01,    1.7217560547e+04,    1.2902750977e+04,   -1.9001474609e+04,    1.4736058594e+04,   -2.8242179688e+04,   -4.1190875000e+04,    5.0246519531e+04,   -1.1242121094e+04,   -2.7940150391e+04,   -4.7623542969e+04,    1.1679559570e+04,   -5.5466015625e+03,   -3.6992332031e+04,
    2.2700014710e-01,   -3.8764359375e+04,   -2.7956945801e+02,    2.6173294922e+04,    3.4580183594e+04,   -7.8890357971e+01,   -1.4272703125e+04,   -5.9520062500e+04,   -2.8987554688e+04,   -1.9290488281e+04,    8.0959638672e+03,   -1.1460101562e+04,    1.7722568359e+04,    1.8301052734e+04,
    2.2799983621e-01,   -3.9246082031e+04,   -5.6356440430e+03,    1.3666047852e+04,   -3.5221910156e+04,    2.2853914062e+04,   -1.3890481445e+04,   -7.7518715820e+03,    2.6002248047e+04,   -9.1903447266e+03,   -6.7491296875e+04,    2.0747830078e+04,    1.5236222656e+04,   -5.7461980469e+04,
    2.2900025547e-01,   -1.9038560486e+02,    1.4286365234e+04,   -1.9778464844e+04,   -2.8553992188e+04,   -5.1969253906e+04,   -1.4900458008e+04,   -1.4193923828e+04,   -2.9026980469e+04,    6.1052558594e+03,    3.4196377563e+02,    1.4635535156e+04,   -2.7449619141e+04,    2.1381865234e+04,
    2.3000001907e-01,   -1.7616603516e+04,   -4.4470273438e+04,   -6.2146148438e+04,   -1.8119162109e+04,   -4.5840203125e+04,    4.2227320312e+04,   -1.4980294922e+04,   -2.0743119141e+04,    1.7942705078e+04,    1.8368373047e+04,   -5.4497998047e+03,    2.3381457031e+04,   -1.2232491211e+04,
    2.3099978268e-01,    1.8622121094e+04,   -1.0203691406e+05,   -6.6437804688e+04,   -4.6873382812e+04,   -4.6361769531e+04,   -3.7802683594e+04,    2.2232287109e+04,    6.7340180664e+03,   -3.5609898438e+04,    1.8096402344e+04,   -1.5729235352e+04,    1.4884212891e+04,    1.2865055664e+04,
    2.3200024664e-01,    1.5100044922e+04,   -6.4008160156e+04,   -6.1942609375e+04,   -8.9037101562e+04,   -1.8600113281e+04,   -3.6197585938e+04,   -4.2052164062e+04,   -1.9847800781e+04,   -6.9140170898e+03,    3.1041388672e+04,   -1.1335792969e+04,   -3.0511656250e+04,    2.3920416016e+04,
    2.3300004005e-01,    1.2047853516e+04,   -2.9997529297e+04,   -2.9130815430e+03,   -3.1011673828e+04,   -2.2418656250e+04,    8.7328945312e+03,   -4.0175644531e+04,   -3.8892890625e+04,   -2.5387514648e+03,   -6.7066070557e+02,    1.5374985352e+04,    3.9604199219e+04,   -2.4758920898e+03,
    2.3399984837e-01,   -3.5218542969e+04,    1.7346554688e+04,   -2.4136535645e+03,    2.6581826172e+04,    1.5323135986e+03,   -2.7188121094e+04,    1.4149304688e+04,   -2.6571046875e+04,   -3.7843078125e+04,   -3.8479273438e+04,    2.6430296875e+04,    4.0671812500e+04,   -2.3418234863e+03,
    2.3499967158e-01,   -2.0205021484e+04,    2.9322361328e+04,    1.1702303467e+03,    3.0563558594e+04,    1.8563289062e+04,   -1.3358794922e+04,    1.2433805664e+04,    4.9389140625e+03,   -1.9674980469e+04,   -6.9211640625e+04,    6.2393261719e+03,   -5.0558378906e+04,   -6.1302054688e+04,
    2.3600015044e-01,   -3.9482085938e+04,    2.8343867188e+04,    6.0901039062e+04,   -3.1701521484e+04,   -7.1356226562e+04,   -4.4451733398e+03,   -3.8612945312e+04,    2.2019851562e+04,   -6.7732043457e+02,   -3.0807390625e+04,   -6.5330617188e+04,   -3.0618595703e+04,   -5.8232757812e+04,
    2.3699992895e-01,   -2.2647972656e+04,   -9.8260443115e+02,   -1.6774062500e+04,    2.7802343750e+04,    3.8631304688e+04,   -1.9863169922e+04,   -1.3339198242e+04,   -2.9243359375e+03,   -2.8041477051e+03,    2.0625333984e+04,   -3.3991445312e+04,   -3.4332964844e+04,   -2.4132346191e+03,
    2.3799967766e-01,    2.6412859375e+04,   -6.8362045898e+03,   -2.1847767578e+04,   -1.3258758545e+03,    4.6812080078e+03,   -6.0915757812e+04,    3.1559691406e+04,   -1.6503541016e+04,   -4.9162078125e+04,    1.5450486328e+04,    1.6500550781e+04,   -2.4165681641e+04,    2.7116451172e+04,
    2.3900005221e-01,    1.0726180664e+04,    2.9126386719e+03,    1.7148806641e+04,   -3.6622816406e+04,    1.1635644531e+04,    1.8109289062e+04,   -2.6578431641e+04,   -1.7180187500e+04,    5.0331557617e+03,   -4.6365253906e+03,   -4.8730796875e+04,   -6.1178374023e+03,   -1.6221376953e+04,
    2.3999971151e-01,   -3.3807175781e+04,   -2.6930031250e+04,    5.5913735352e+03,   -7.4156914062e+03,    1.5621659180e+04,   -4.0211931152e+03,   -2.9324281250e+04,    2.6164990234e+02,    1.6283121094e+04,    6.8877680664e+03,   -6.9323408203e+03,   -2.8134033203e+04,    3.3586254883e+02,
    2.4100004137e-01,   -2.6920128906e+04,    2.3026566406e+04,   -5.9385830078e+03,    2.1159738281e+04,    9.4281962891e+03,   -4.6854132812e+04,    3.9681472656e+04,    2.4290003906e+04,   -3.5085964844e+04,   -4.6053128906e+04,    3.6640029297e+03,    1.9946021484e+04,   -3.1724037109e+04,
    2.4199967086e-01,   -1.4574506836e+03,    1.9194533203e+04,    1.2141204102e+04,    2.0068295898e+03,   -5.8315937500e+04,    5.0667671875e+04,   -1.7394637451e+03,   -1.6069407227e+04,    8.8122519531e+03,   -2.1867382812e+03,    2.7442941406e+04,   -2.8271271484e+04,   -1.8594068359e+04,
    2.4300000072e-01,   -7.7830004883e+02,    1.4387777344e+04,   -5.5682719727e+03,   -2.1537841797e+04,   -5.6442976562e+04,    1.6494605469e+04,   -1.8980099609e+04,   -2.7695808594e+04,    2.1955251953e+04,   -7.2235556641e+03,   -2.2054623047e+04,    2.7736574219e+04,   -1.1623884766e+04,
    2.4399970472e-01,   -1.5130767578e+04,   -6.3585378906e+04,   -2.2537355469e+04,   -6.0387324219e+03,    4.9593195312e+04,   -6.1537808594e+04,    1.2445901367e+04,    1.9977996094e+04,   -3.3818246094e+04,   -2.3660232422e+04,    1.2167668945e+04,   -2.3277912598e+03,   -5.5332086182e+02,
    2.4500010908e-01,    1.8440869141e+04,   -5.6063042969e+04,   -4.5006675781e+04,   -4.1671816406e+04,    1.5115712891e+04,    2.6561508179e+02,   -5.7361910156e+04,   -2.5652005859e+04,   -2.2809445312e+04,    1.3721095703e+04,   -7.2378598633e+03,    1.5982126953e+04,    1.9437179688e+04,
    2.4599985778e-01,    2.4570449219e+04,   -1.8976005859e+04,   -2.4142232422e+04,   -6.0113667969e+04,   -6.3563628906e+04,    1.2478888672e+04,    1.2099903320e+04,   -3.7835058594e+04,    2.4171400391e+04,    4.2430042969e+04,   -2.1123937500e+04,   -1.3313091797e+04,    2.7719947266e+04,
    2.4700029194e-01,   -1.0261154785e+03,   -2.0526228516e+04,   -3.6304468750e+04,    1.5812905273e+03,   -1.4323502930e+04,   -4.2916914062e+04,    2.6187243652e+03,   -5.5791137695e+02,   -2.5504783203e+04,    9.0571220703e+03,    6.9642045898e+03,   -2.4908912109e+04,    8.2749765625e+03,
