Time(s),Acceleration(m_s2),1_AT3_Floor/AT/C3/MeshedPart-PART-1-1 at Node 161210
0.159001,-134.52,
0.16,102.128,
0.161,88.1563,
0.162001,43.0913,
0.163,196.977,
0.164001,196.978,
0.165001,101.329,
0.166,-129.577,
0.167001,195.24,
0.168,-240.071,
0.169,451.944,
0.170001,253.02,
0.171,196.269,
0.172,-393.589,
0.173001,-246.067,
0.174,-6.98876,
0.175001,-521.513,
0.176,-23.0035,
0.177,42.8047,
0.178001,-164.962,
0.179,145.601,
0.18,-369.216,
0.181001,278.068,
0.182,129.721,
0.183001,-188.256,
0.184,146.903,
0.185,41.4901,
0.186001,448.262,
0.187,-175.72,
0.188,48.4763,
0.189001,-428.877,
0.19,313.29,
0.191001,-119.517,
0.192,137.73,
0.193,59.9814,
0.194001,-93.4698,
0.195,-2.03839,
0.196,187.081,
0.197001,305.01,
0.198,278.97,
0.199001,264.791,
0.2,-153.428,
0.201,-32.1721,
0.202001,-288.941,
0.203,-350.516,
0.204,-19.6526,
0.205001,175.101,
0.206,1.16457,
0.207001,-77.3034,
0.208,-158.678,
0.209,121.561,
0.210001,-358.305,
0.211,160.131,
0.212,-344.165,
0.213001,48.8448,
0.214,-114.423,
0.215001,-122.658,
0.216001,-2.47504,
0.217,-127.523,
0.218001,50.9574,
0.219,-135.78,
0.22,-35.9399,
0.221001,-216.825,
0.222,136.523,
0.223,35.7008,
0.224001,-38.5004,
0.225,329.96,
0.226001,-74.1009,
0.227,197.912,
0.228,123.306,
0.229001,149.207,
0.23,-235.599,
0.231,-30.7889,
0.232001,-336.327,
0.233,79.9951,
0.234001,-194.854,
0.235,-347.986,
0.236,3.93069,
0.237001,97.7616,
0.238,181.478,
0.239,-11.5739,
0.240001,259.948,
0.241,-69.0086,
0.242001,148.269,
0.243,-215.615,
0.244,-72.4281,
0.245001,104.93,
0.246,-313.185,
0.247,166.3,
0.248001,-304.194,
0.249,-305.359,
0.250001,-148.323,
0.251,263.561,
0.252,-80.3938,
0.253001,88.0191,
0.254,84.3187,
0.255,6.92484,
0.256001,252.914,
0.257,-174.044,
0.258001,554.016,
0.259001,-218.424,
0.26,134.096,
0.261001,44.1511,
0.262,-113.888,
0.263,354.616,
0.264001,-144.607,
0.265,-13.6126,
0.266,-39.7464,
0.267001,-212.452,
0.268,-108.778,
0.269001,-63.6836,
0.27,-311.847,
0.271,398.95,
0.272001,-15.6766,
0.273,175.969,
0.274,326.608,
0.275001,-212.717,
0.276,-156.955,
0.277001,-35.7185,
0.278,-192.795,
0.279,-382.661,
0.280001,-235.44,
0.281,11.3564,
0.282,194.286,
0.283001,-76.4352,
0.284,263.111,
0.285001,184.665,
0.286,364.425,
0.287,123.528,
0.288001,135.246,
0.289,-92.4104,
0.29,-118.293,
0.291001,14.9946,
0.292,434.522,
0.293001,-381.759,
0.294,441.717,
0.295,-16.3051,
0.296001,109.849,
0.297,-21.1108,
0.298,24.8242,
0.299001,-179.89,
0.3,-238.01,
Time(s),Acceleration(m_s2),10_AT3_Floor/AT/C3/MeshedPart-PART-1-1 at Node 161015
0,-9.31477,
0.00100059,-9.31477,
0.0020004,-10.4791,
0.00300008,-8.15044,
0.00400059,-12.8078,
0.00500027,-292.264,
0.00600079,131.592,
0.00700047,-576.545,
0.00800003,-153.742,
0.00900083,-19.8002,
0.0100008,-411.196,
0.0110008,-3.49448,
0.0120007,-140.937,
0.0130007,10.4804,
0.0140004,153.697,
0.0150006,285.228,
0.0160004,280.545,
0.0170004,283.998,
0.0180004,309.631,
0.0190003,544.747,
0.0200003,240.933,
0.0210002,299.161,
0.0220002,295.143,
0.0230002,94.3117,
0.0240001,376.115,
0.0250001,-140.331,
0.026,13.976,
0.027,-171.792,
0.0280008,-215.455,
0.0290008,-121.716,
0.0300007,-145.587,
0.0310007,66.3905,
0.0320006,-83.8523,
0.0330006,271.332,
0.0340006,-158.375,
0.0350005,164.187,
0.0360005,254.994,
0.0370005,118.755,
0.0380004,256.135,
0.0390004,93.1346,
0.0400003,303.269,
0.0410003,456.948,
0.0420003,-85.567,
0.0430002,240.968,
0.0440002,199.068,
0.0450001,121.072,
0.0460001,-182.188,
0.0470001,76.8374,
0.048,-63.4458,
0.0490008,305.011,
0.0500008,322.432,
0.0510007,58.7813,
0.0520007,323.56,
0.0530007,179.803,
0.0540006,96.5805,
0.0550006,194.307,
0.0560006,-161.139,
0.0570005,20.3604,
0.0580005,-22.1096,
0.0590004,132.126,
0.0600004,-261.944,
0.0610004,294,
0.0620003,951.39,
0.0630008,-71.0576,
0.0640005,1083.5,
0.0650005,-425.017,
0.0660002,340.551,
0.0670007,-359.22,
0.0680004,163.73,
0.0690001,-541.649,
0.0700006,9.32394,
0.0710003,342.938,
0.072,118.01,
0.0730005,-280.29,
0.0740002,-7.28407,
0.0750008,474.906,
0.0760004,-263.373,
0.0770001,13.6932,
0.0780007,-624.975,
0.0790003,-65.2573,
0.08,368.212,
0.0810006,-8.7396,
0.0820002,951.962,
0.0830008,-689.569,
0.0840007,1244,
0.0850001,507.866,
0.0860002,-42.2348,
0.0870008,461.929,
0.0880004,-200.095,
0.0890002,717.111,
0.0900004,-474.881,
0.0910005,129.023,
0.0920007,967.652,
0.0930001,-203.599,
0.0940001,405.045,
0.0950003,190.504,
0.0960008,-454.073,
0.0970005,985.143,
0.0980002,-453.377,
0.0990005,608.962,
0.1,122.287,
0.101001,69.9719,
0.102001,735.467,
0.103,260.638,
0.104001,706.517,
0.105001,129.745,
0.106,-114.008,
0.107,269.659,
0.108,-44.9926,
0.109001,142.708,
0.11,-250.754,
0.111,-1002.28,
0.112,720.167,
0.113001,-177.145,
0.114001,155.151,
0.115,154.926,
0.116,374.04,
0.117001,319.283,
0.118001,22.5661,
0.119,-342.998,
0.12,373.411,
0.121,-704.375,
0.122001,307.406,
0.123,340.174,
0.124,312.658,
0.125,342.969,
0.126,175.552,
0.127001,469.881,
0.128,-435.248,
0.129,105.976,
0.130001,-676.32,
0.131,377.622,
0.132001,-275.434,
0.133,341.555,
0.134,-603.025,
0.135001,440.858,
0.136,318.852,
0.137,-48.6212,
0.138001,-347.108,
0.139,-420.44,
0.140001,-37.2726,
0.141,-266.729,
0.142,-496.133,
0.143001,94.6307,
0.144,-278.8,
0.145,325.253,
0.146001,-354.841,
0.147,-144.426,
0.148001,-515.337,
0.149,223.275,
0.15,-225.403,
0.151001,-472.155,
0.152,-140.605,
0.153,492.678,
0.154001,-284.112,
0.155,94.397,
0.156001,11.7912,
0.157,-72.8058,
0.158,94.3712,
0.159001,-269.196,
0.16,343.836,
0.161,-11.9022,
0.162001,338.216,
0.163,42.9477,
0.164001,404.001,
0.165001,271.376,
0.166,192.619,
0.167001,221.301,
0.168,-511.589,
0.169,-296.443,
0.170001,5.96883,
0.171,-285.085,
0.172,57.8079,
0.173001,64.2104,
0.174,239.365,
0.175001,-183.884,
0.176,-40.3289,
0.177,-393.76,
0.178001,-479.671,
0.179,157.177,
0.18,-96.2896,
0.181001,42.6384,
0.182,-541.698,
0.183001,21.4755,
0.184,-172.346,
0.185,255.101,
0.186001,-483.13,
0.187,209.386,
0.188,-244.784,
0.189001,-78.1033,
0.19,53.137,
0.191001,-222.803,
0.192,258.134,
0.193,381.071,
0.194001,524.858,
0.195,335.971,
0.196,116.543,
0.197001,249.249,
0.198,-42.2969,
0.199001,-96.3672,
0.2,-148.77,
0.201,46.948,
0.202001,-258.446,
0.203,186.539,
0.204,-68.2018,
0.205001,-48.1781,
0.206,109.542,
0.207001,171.567,
0.208,-165.811,
0.209,-255.714,
0.210001,52.4863,
0.211,30.6432,
0.212,208.77,
0.213001,32.539,
0.214,260.145,
0.215001,-385.737,
0.216001,7.7891,
0.217,-81.0484,
0.218001,-214.494,
0.219,-104.537,
0.22,25.6675,
0.221001,-177.176,
0.222,21.9532,
0.223,216.061,
0.224001,300.58,
0.225,407,
0.226001,605.472,
0.227,289.844,
0.228,30.135,
0.229001,98.8404,
0.23,599.442,
0.231,157.22,
0.232001,-96.0727,
0.233,-340.216,
0.234001,-213.852,
0.235,-186.767,
0.236,-161.886,
0.237001,-496.888,
0.238,-194.8,
0.239,-8.07988,
0.240001,-405.755,
0.241,-176.198,
0.242001,-410.797,
0.243,181.42,
0.244,-14.199,
0.245001,-171.599,
0.246,-58.0147,
0.247,-102.258,
0.248001,114.948,
0.249,-174.08,
0.250001,-103.626,
0.251,6.66,
0.252,-93.3136,
0.253001,-41.8896,
0.254,-62.1698,
0.255,-229.603,
0.256001,215.681,
0.257,-2.40224,
0.258001,517.038,
0.259001,206.197,
0.26,35.5442,
0.261001,232.075,
0.262,-36.1792,
0.263,392.505,
0.264001,77.8905,
0.265,103.369,
0.266,-13.2488,
0.267001,29.4066,
0.268,39.3042,
0.269001,-135.402,
0.27,-153.367,
0.271,144.927,
0.272001,-103.212,
0.273,-504.529,
0.274,-14.0876,
0.275001,-478.742,
0.276,-73.8175,
0.277001,-273.191,
0.278,327.573,
0.279,-287.915,
0.280001,51.762,
0.281,59.4391,
0.282,58.3804,
0.283001,116.946,
0.284,95.3227,
0.285001,237.351,
0.286,-366.768,
0.287,132.699,
0.288001,-114.063,
0.289,29.6631,
0.29,244.192,
0.291001,141.03,
0.292,-36.474,
0.293001,203.491,
0.294,-195.89,
0.295,432.732,
0.296001,-270.179,
0.297,220.649,
0.298,177.973,
0.299001,334.263,
0.3,-274.724,
Time(s),Acceleration(m_s2),11_AT3_Floor/AT/C3/MeshedPart-PART-1-1 at Node 160972
0,-9.31477,
0.00100059,-9.31477,
0.0020004,-9.31477,
0.00300008,-9.31479,
0.00400059,-9.31479,
0.00500027,-109.453,
0.00600079,18.6325,
0.00700047,-266.725,
0.00800003,-152.577,
0.00900083,-153.743,
0.0100008,-330.821,
0.0110008,-359.931,
0.0120007,-93.1818,
0.0130007,-404.079,
0.0140004,265.476,
0.0150006,-20.9555,
0.0160004,360.867,
0.0170004,572.652,
0.0180004,309.631,
0.0190003,704.214,
0.0200003,452.767,
0.0210002,226.99,
0.0220002,365,
0.0230002,72.7714,
0.0240001,-128.089,
0.0250001,231.751,
0.026,-147.912,
0.027,152.574,
0.0280008,-148.49,
0.0290008,-33.1953,
0.0300007,-40.1819,
0.0310007,-248.673,
0.0320006,248.646,
0.0330006,4.0758,
0.0340006,-177.59,
0.0350005,157.2,
0.0360005,369.683,
0.0370005,27.9423,
0.0380004,157.174,
0.0390004,-8.73137,
0.0400003,-43.0747,
0.0410003,23.8661,
0.0420003,156,
0.0430002,106.515,
0.0440002,388.824,
0.0450001,140.863,
0.0460001,222.932,
0.0470001,303.275,
0.048,317.811,
0.0490008,-74.5066,
0.0500008,157.724,
0.0510007,-51.7974,
0.0520007,333.453,
0.0530007,123.36,
0.0540006,265.887,
0.0550006,422.938,
0.0560006,118.673,
0.0570005,347.291,
0.0580005,-49.4557,
0.0590004,-53.549,
0.0600004,-445.305,
0.0610004,-262.562,
0.0620003,93.1593,
0.0630008,548.075,
0.0640005,-213.205,
0.0650005,164.297,
0.0660002,454.748,
0.0670007,471.385,
0.0680004,212.966,
0.0690001,-441.128,
0.0700006,165.791,
0.0710003,-287.287,
0.072,-217.662,
0.0730005,-400.913,
0.0740002,185.015,
0.0750008,671.57,
0.0760004,-102.552,
0.0770001,537.822,
0.0780007,184.433,
0.0790003,233.645,
0.08,49.5221,
0.0810006,181.784,
0.0820002,214.104,
0.0830008,312.884,
0.0840007,60.0011,
0.0850001,756.337,
0.0860002,-358.268,
0.0870008,491.054,
0.0880004,292.096,
0.0890002,50.2808,
0.0900004,206.177,
0.0910005,-327.236,
0.0920007,-114.167,
0.0930001,202.543,
0.0940001,-344.055,
0.0950003,331.306,
0.0960008,-151.552,
0.0970005,531.422,
0.0980002,-925.177,
0.0990005,652.36,
0.1,-522.86,
0.101001,610.57,
0.102001,-149.021,
0.103,-218.239,
0.104001,155.361,
0.105001,-287.859,
0.106,235.67,
0.107,-121.953,
0.108,530.647,
0.109001,112.947,
0.11,10.3389,
0.111,261.327,
0.112,287.382,
0.113001,-223.524,
0.114001,553.769,
0.115,-278.765,
0.116,119.317,
0.117001,369.075,
0.118001,461.951,
0.119,-187.805,
0.12,248.213,
0.121,1.89231,
0.122001,260.538,
0.123,-225.327,
0.124,372.628,
0.125,-832.674,
0.126,354.452,
0.127001,264.053,
0.128,-116.163,
0.129,-44.8359,
0.130001,-50.0762,
0.131,561.63,
0.132001,-459.736,
0.133,142.679,
0.134,-188.1,
0.135001,-381.456,
0.136,-45.8623,
0.137,-75.9888,
0.138001,-209.517,
0.139,551.319,
0.140001,-726.088,
0.141,622.706,
0.142,-419.558,
0.143001,598.212,
0.144,-395.561,
0.145,373.881,
0.146001,-187.54,
0.147,155.2,
0.148001,-16.4523,
0.149,-98.7154,
0.15,61.5927,
0.151001,124.918,
0.152,-200.333,
0.153,122.869,
0.154001,-368.625,
0.155,78.6187,
0.156001,-146.589,
0.157,-188.229,
0.158,87.347,
0.159001,290.149,
0.16,-101.036,
0.161,20.5286,
0.162001,-474.587,
0.163,-31.1552,
0.164001,-400.507,
0.165001,71.1197,
0.166,137.803,
0.167001,-124.336,
0.168,412.882,
0.169,-213.159,
0.170001,-27.806,
0.171,149.532,
0.172,-14.2699,
0.173001,-265.287,
0.174,-163.508,
0.175001,-295.262,
0.176,346.29,
0.177,-379.928,
0.178001,161.468,
0.179,80.7359,
0.18,269.924,
0.181001,101.109,
0.182,-326.487,
0.183001,265.786,
0.184,-33.1952,
0.185,-105.545,
0.186001,-448.262,
0.187,-37.0512,
0.188,-60.741,
0.189001,481.031,
0.19,-268.306,
0.191001,385.556,
0.192,-319.429,
0.193,429.77,
0.194001,-161.388,
0.195,-238.638,
0.196,241.167,
0.197001,-549.345,
0.198,290.272,
0.199001,-89.8688,
0.2,201.72,
0.201,-100.638,
0.202001,19.61,
0.203,131.159,
0.204,87.6178,
0.205001,-111.385,
0.206,90.8362,
0.207001,265.03,
0.208,125.778,
0.209,181.759,
0.210001,26.498,
0.211,-279.283,
0.212,0.50955,
0.213001,294.889,
0.214,-371.074,
0.215001,225.371,
0.216001,163.498,
0.217,-103.212,
0.218001,72.5051,
0.219,-253.582,
0.22,-14.4124,
0.221001,79.4808,
0.222,75.2577,
0.223,69.1453,
0.224001,-6.55017,
0.225,-101.75,
0.226001,-64.6381,
0.227,-184.883,
0.228,185.177,
0.229001,-365.738,
0.23,466.03,
0.231,-357.53,
0.232001,-17.9772,
0.233,-329.152,
0.234001,412.928,
0.235,-391.439,
0.236,-54.5202,
0.237001,-201.601,
0.238,9.72725,
0.239,-132.499,
0.240001,458.712,
0.241,-544.317,
0.242001,436.619,
0.243,-261.621,
0.244,260.122,
0.245001,122.619,
0.246,-79.197,
0.247,52.485,
0.248001,55.9002,
0.249,-24.2758,
0.250001,-230.419,
0.251,-209.444,
0.252,74.3707,
0.253001,-65.1818,
0.254,25.9526,
0.255,-61.7503,
0.256001,41.4184,
0.257,-329.739,
0.258001,382.61,
0.259001,-296.844,
0.26,20.0198,
0.261001,-171.909,
0.262,176.255,
0.263,-273.687,
0.264001,289.159,
0.265,29.6912,
0.266,186.211,
0.267001,-241.071,
0.268,461.562,
0.269001,-52.6685,
0.27,0.748363,
0.271,44.5846,
0.272001,148.086,
0.273,-137.797,
0.274,51.6908,
0.275001,142.916,
0.276,-31.3761,
0.277001,-77.4878,
0.278,102.421,
0.279,-188.546,
0.280001,-58.0957,
0.281,-58.5291,
0.282,173.176,
0.283001,40.0739,
0.284,211.028,
0.285001,-109.485,
0.286,12.7388,
0.287,-245.126,
0.288001,-89.9332,
0.289,-146.35,
0.29,-225.632,
0.291001,23.0936,
0.292,-215.705,
0.293001,278.594,
0.294,-113.314,
0.295,348.604,
0.296001,-132.252,
0.297,-70.6665,
0.298,-126.282,
0.299001,-79.0043,
0.3,-429.599,
Time(s),Acceleration(m_s2),12_AT3_Floor/AT/C3/MeshedPart-PART-1-1 at Node 160889
0,-9.31477,
0.00100059,-9.31477,
0.0020004,-9.31477,
0.00300008,-10.4791,
0.00400059,-9.31479,
0.00500027,-97.8094,
0.00600079,-100.15,
0.00700047,-164.228,
0.00800003,-485.684,
0.00900083,54.7418,
0.0100008,-390.229,
0.0110008,-59.4061,
0.0120007,-82.6988,
0.0130007,-107.133,
0.0140004,175.82,
0.0150006,65.195,
0.0160004,414.415,
0.0170004,239.769,
0.0180004,244.445,
0.0190003,406.233,
0.0200003,502.816,
0.0210002,294.505,
0.0220002,290.486,
0.0230002,248.005,
0.0240001,445.399,
0.0250001,-264.941,
0.026,160.724,
0.027,-497.905,
0.0280008,-122.868,
0.0290008,-118.222,
0.0300007,-406.478,
0.0310007,201.501,
0.0320006,-73.3708,
0.0330006,218.929,
0.0340006,-163.033,
0.0350005,217.751,
0.0360005,378.998,
0.0370005,-319.008,
0.0380004,360.335,
0.0390004,90.8063,
0.0400003,275.329,
0.0410003,498.277,
0.0420003,75.6715,
0.0430002,575.063,
0.0440002,323.05,
0.0450001,-6.98493,
0.0460001,154.83,
0.0470001,-92.5541,
0.048,200.815,
0.0490008,7.56708,
0.0500008,211.851,
0.0510007,-29.0997,
0.0520007,334.617,
0.0530007,66.3352,
0.0540006,242.033,
0.0550006,-33.7419,
0.0560006,459.565,
0.0570005,-347.291,
0.0580005,248.442,
0.0590004,-40.7438,
0.0600004,-209.555,
0.0610004,158.353,
0.0620003,-308.008,
0.0630008,1185.26,
0.0640005,-43.6896,
0.0650005,305.29,
0.0660002,565.158,
0.0670007,886.251,
0.0680004,-611.512,
0.0690001,434.426,
0.0700006,277.679,
0.0710003,177.733,
0.072,319.354,
0.0730005,579.518,
0.0740002,434.276,
0.0750008,-578.337,
0.0760004,424.776,
0.0770001,-851.018,
0.0780007,453.944,
0.0790003,159.647,
0.08,-3.78699,
0.0810006,126.578,
0.0820002,58.6965,
0.0830008,-153.82,
0.0840007,319.666,
0.0850001,438.903,
0.0860002,244.889,
0.0870008,-149.996,
0.0880004,-429.607,
0.0890002,203.89,
0.0900004,-4.65998,
0.0910005,-30.4355,
0.0920007,-166.518,
0.0930001,412.076,
0.0940001,693.645,
0.0950003,262.989,
0.0960008,-316.504,
0.0970005,-84.3649,
0.0980002,141.58,
0.0990005,535.901,
0.1,325.231,
0.101001,262.886,
0.102001,-457.131,
0.103,492.627,
0.104001,20.3859,
0.105001,427.971,
0.106,-429.969,
0.107,-48.4134,
0.108,247.314,
0.109001,-347.377,
0.11,96.763,
0.111,-589.279,
0.112,263.064,
0.113001,-9.17396,
0.114001,211.868,
0.115,-250.954,
0.116,-625.268,
0.117001,509.644,
0.118001,-236.762,
0.119,4.98628,
0.12,-385.003,
0.121,318.595,
0.122001,-97.5154,
0.123,595.34,
0.124,-205.455,
0.125,431.986,
0.126,109.756,
0.127001,750.82,
0.128,515.602,
0.129,-303.079,
0.130001,18.7786,
0.131,243.693,
0.132001,57.9401,
0.133,43.9683,
0.134,193.341,
0.135001,119.387,
0.136,318.27,
0.137,-102.483,
0.138001,27.6638,
0.139,-229.146,
0.140001,-164.232,
0.141,505.794,
0.142,-725.274,
0.143001,186.932,
0.144,-426.571,
0.145,296.717,
0.146001,-248.112,
0.147,-61.1483,
0.148001,-99.0052,
0.149,-279.548,
0.15,-542.54,
0.151001,3.78539,
0.152,-607.115,
0.153,-101.032,
0.154001,328.298,
0.155,341.263,
0.156001,11.7912,
0.157,148.778,
0.158,-150.237,
0.159001,96.8134,
0.16,-19.0717,
0.161,152.581,
0.162001,128.4,
0.163,-65.3678,
0.164001,146.168,
0.165001,42.5117,
0.166,254.495,
0.167001,-90.5589,
0.168,-29.4083,
0.169,378.27,
0.170001,-497.305,
0.171,-216.362,
0.172,116.635,
0.173001,-222.334,
0.174,-10.9199,
0.175001,-25.1875,
0.176,36.8347,
0.177,-269.349,
0.178001,-310.996,
0.179,-140.287,
0.18,-238.331,
0.181001,-131.609,
0.182,-114.289,
0.183001,194.299,
0.184,-131.07,
0.185,-230.507,
0.186001,19.6542,
0.187,-41.3823,
0.188,616.071,
0.189001,27.2961,
0.19,192.385,
0.191001,-177.092,
0.192,266.579,
0.193,-225.585,
0.194001,9.17227,
0.195,-45.4271,
0.196,-209.865,
0.197001,42.4029,
0.198,109.637,
0.199001,-83.6298,
0.2,113.906,
0.201,123.884,
0.202001,307.719,
0.203,301.315,
0.204,-199.001,
0.205001,270.875,
0.206,-204.673,
0.207001,-151.695,
0.208,-98.4095,
0.209,106.711,
0.210001,-120.77,
0.211,22.2,
0.212,-70.5363,
0.213001,-293.36,
0.214,-144.594,
0.215001,69.4275,
0.216001,-14.8321,
0.217,-38.7773,
0.218001,57.9823,
0.219,30.0601,
0.22,148.928,
0.221001,306.278,
0.222,241.276,
0.223,115.727,
0.224001,-94.1768,
0.225,34.3533,
0.226001,-288.906,
0.227,-185.319,
0.228,-86.4015,
0.229001,-84.9023,
0.23,101.969,
0.231,201.475,
0.232001,241.71,
0.233,-36.1761,
0.234001,-50.6606,
0.235,407.306,
0.236,-399.038,
0.237001,-123.749,
0.238,54.1596,
0.239,-54.5938,
0.240001,90.0464,
0.241,-490.558,
0.242001,32.427,
0.243,-311.885,
0.244,40.3359,
0.245001,-289.946,
0.246,-297.844,
0.247,-277.384,
0.248001,193.249,
0.249,68.6784,
0.250001,259.192,
0.251,-395.306,
0.252,317.026,
0.253001,82.014,
0.254,12.0936,
0.255,107.931,
0.256001,215.699,
0.257,-25.0597,
0.258001,104.893,
0.259001,-245.705,
0.26,-137.117,
0.261001,50.9575,
0.262,41.3113,
0.263,103.731,
0.264001,-19.509,
0.265,-220.677,
0.266,130.067,
0.267001,21.5454,
0.268,234.551,
0.269001,132.563,
0.27,-57.4306,
0.271,87.859,
0.272001,109.836,
0.273,-22.8571,
0.274,-128.281,
0.275001,-229.335,
0.276,170.858,
0.277001,-240.107,
0.278,-81.4564,
0.279,240.032,
0.280001,-37.2562,
0.281,62.8241,
0.282,-163.895,
0.283001,-446.338,
0.284,58.9079,
0.285001,-518.562,
0.286,586.239,
0.287,34.0665,
0.288001,-44.5208,
0.289,246.422,
0.29,337.429,
0.291001,118.065,
0.292,350.966,
0.293001,-128.624,
0.294,287.975,
0.295,-392.997,
0.296001,346.655,
0.297,-26.1337,
0.298,-261.418,
0.299001,395.888,
0.3,-165.132,
